Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Type,Date,Number of the Month,Number of the Day,Number of the Year,Offset,Link to the Webflow update node,Special icon,Notes
Client Billing,client-billing,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f67202d,Thu Aug 08 2019 14:51:29 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:51:29 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Wed Aug 31 2016 00:00:00 GMT+0000 (Coordinated Universal Time),8,31,2016,2,https://webflow.com/feature/client-billing-release,,
CSS Filters,css-filters,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f9a,Thu Aug 08 2019 14:50:32 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:51:34 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),major-feature,Tue Apr 19 2016 00:00:00 GMT+0000 (Coordinated Universal Time),4,19,2016,1,https://webflow.com/blog/new-feature-css-filters,,
Flexbox!,flexbox,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fb5,Thu Aug 08 2019 14:49:30 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:49:30 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),major-feature,Wed Apr 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time),4,13,2016,8,https://www.flexboxgame.com/,,
Editor Multiple collaborators,editor-multiple-collaborators,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fa6,Thu Aug 08 2019 14:48:42 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:48:42 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Fri Mar 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time),3,25,2016,7,,,
Backround Video comp.,backround-video-component,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f67202b,Thu Aug 08 2019 14:47:42 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 15:36:57 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Tue Mar 08 2016 00:00:00 GMT+0000 (Coordinated Universal Time),3,8,2016,6,https://webflow.com/blog/new-feature-the-background-video-component,,
Background color overlays,background-color-overlays,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f99,Thu Aug 08 2019 14:46:27 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:46:27 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Thu Feb 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time),2,25,2016,5,,,
Dynamic SEO & OG,dynamic-seo-og,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f672035,Thu Aug 08 2019 14:44:30 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:44:30 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Thu Jan 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time),1,7,2016,4,,,
CMS Conditional Visibility,cms-conditional-visibility,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f89,Thu Aug 08 2019 14:43:39 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:43:39 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Sat Dec 19 2015 00:00:00 GMT+0000 (Coordinated Universal Time),12,19,2015,3,,,
3D Transform,3d-transform,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f672037,Thu Aug 08 2019 14:43:03 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:43:03 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Tue Dec 15 2015 00:00:00 GMT+0000 (Coordinated Universal Time),12,15,2015,2,http://3d-transforms.webflow.com/,,
Designers Ecosystem,designers-ecosystem,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f9c,Thu Aug 08 2019 14:39:03 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:39:51 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),major-feature,Thu Jan 15 2015 00:00:00 GMT+0000 (Coordinated Universal Time),1,15,2015,8,,,
CMS Announced,cms-announced,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f672031,Thu Aug 08 2019 14:36:51 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:37:15 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),announcement,Sat Nov 15 2014 00:00:00 GMT+0000 (Coordinated Universal Time),11,15,2014,7,,,
Webflow CMS!,webflow-cms,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fdc,Thu Aug 08 2019 14:21:46 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:21:46 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),major-feature,Wed Oct 07 2015 00:00:00 GMT+0000 (Coordinated Universal Time),10,7,2015,1,http://help.webflow.com/courses/webflow-cms,,
Open Graph Settings,open-graph-settings,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f8b,Thu Aug 08 2019 14:17:50 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:17:50 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Fri Aug 21 2015 00:00:00 GMT+0000 (Coordinated Universal Time),8,21,2015,8,,,
Canvas resize,canvas-resize,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fa0,Thu Aug 08 2019 14:15:53 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:15:53 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Mon Apr 27 2015 00:00:00 GMT+0000 (Coordinated Universal Time),4,27,2015,7,http://forum.webflow.com/t/new-feature-canvas-resizing/11745,,
Asset Manager,asset-manager,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f67202e,Thu Aug 08 2019 14:14:54 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:14:54 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Fri Apr 24 2015 00:00:00 GMT+0000 (Coordinated Universal Time),4,24,2015,6,http://forum.webflow.com/t/new-feature-asset-manager/11506,,
Stagings on webflow.io,stagings-on-webflow-io,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f94,Thu Aug 08 2019 14:13:25 GMT+0000 (Coordinated Universal Time),Fri Aug 09 2019 16:16:36 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Tue Apr 21 2015 00:00:00 GMT+0000 (Coordinated Universal Time),4,21,2015,5,http://forum.webflow.com/t/migrating-to-webflow-io-hosted-subdomains/11145,,
Zapier Form integration,zapier-form-integration,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fcb,Thu Aug 08 2019 14:12:12 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:12:12 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Mon Apr 13 2015 00:00:00 GMT+0000 (Coordinated Universal Time),4,13,2015,4,http://forum.webflow.com/t/new-feature-zapier-integration-for-form-submissions/11188,,
Visual Images resizing,visual-images-resizing,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fa9,Thu Aug 08 2019 14:11:07 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:11:07 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Wed Mar 25 2015 00:00:00 GMT+0000 (Coordinated Universal Time),3,25,2015,3,http://forum.webflow.com/t/new-feature-visual-image-resize/10699/1,,
Minify CSS Publishing Option,minify-css-publishing-option,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fd2,Thu Aug 08 2019 14:09:29 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 14:10:21 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Mon Feb 23 2015 00:00:00 GMT+0000 (Coordinated Universal Time),2,23,2015,2,,,
IE6 is not even dead,ie6-is-not-even-dead,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f40,Thu Aug 08 2019 13:44:50 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 13:45:13 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),history,Fri Feb 01 2013 00:00:00 GMT+0000 (Coordinated Universal Time),2,1,2013,8,,,
Selective Publish Targets,selective-publish-targets,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f67202c,Thu Aug 08 2019 12:57:30 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:57:30 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Tue Feb 03 2015 00:00:00 GMT+0000 (Coordinated Universal Time),2,3,2015,1,http://blog.webflow.com/publish-targets-and-domain-redirect,,
Folders & sub pages,folders-sub-pages,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f9d,Thu Aug 08 2019 12:56:29 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:56:29 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Thu Nov 06 2014 00:00:00 GMT+0000 (Coordinated Universal Time),11,6,2014,6,,,
Designer UI refresh,designer-ui-refresh,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fd8,Thu Aug 08 2019 12:55:22 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:55:22 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Thu Aug 14 2014 00:00:00 GMT+0000 (Coordinated Universal Time),8,14,2014,5,,,
301 Redirects,301-redirects,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fa5,Thu Aug 08 2019 12:54:18 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:54:18 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Sat Aug 09 2014 00:00:00 GMT+0000 (Coordinated Universal Time),8,9,2014,4,,,
Lightbox,lightbox,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f8c,Thu Aug 08 2019 12:53:36 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:53:36 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Tue Jul 22 2014 00:00:00 GMT+0000 (Coordinated Universal Time),7,22,2014,3,http://blog.webflow.com/introducing-lightbox,,
Tabs element,tabs-element,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f8e,Thu Aug 08 2019 12:52:44 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:52:44 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Wed Jun 04 2014 00:00:00 GMT+0000 (Coordinated Universal Time),6,4,2014,2,,,
Custom fonts,custom-fonts,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fab,Thu Aug 08 2019 12:52:13 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:52:13 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Wed Jun 04 2014 00:00:00 GMT+0000 (Coordinated Universal Time),6,4,2014,1,http://help.webflow.com/custom-fonts,,
Symbols,symbols,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f672036,Thu Aug 08 2019 12:29:32 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:29:32 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Thu May 01 2014 00:00:00 GMT+0000 (Coordinated Universal Time),5,1,2014,8,http://symbols.webflow.com/,,
Interactions 1.0,interactions-1-0,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fc6,Thu Aug 08 2019 12:28:40 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:28:40 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),major-feature,Wed Apr 16 2014 00:00:00 GMT+0000 (Coordinated Universal Time),4,16,2014,7,http://interactions.webflow.com/,,
Webflow Blog,webflow-blog,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fde,Thu Aug 08 2019 12:25:45 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:27:21 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),announcement,Fri Apr 04 2014 00:00:00 GMT+0000 (Coordinated Universal Time),4,4,2014,6,http://blog.webflow.com/designers-will-rule-the-web,,
Custom 404 pages,custom-404-pages,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fa4,Thu Aug 08 2019 12:20:18 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:20:26 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Fri Mar 14 2014 00:00:00 GMT+0000 (Coordinated Universal Time),3,14,2014,5,,,
Mailchimp support,mailchimp-support,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f8f,Thu Aug 08 2019 12:18:33 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:19:22 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),remarkable-feature,Fri Jan 17 2014 00:00:00 GMT+0000 (Coordinated Universal Time),1,17,2014,3,,,
Navbar element,navbar-element,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f8d,Thu Aug 08 2019 12:17:14 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:19:27 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Fri Mar 14 2014 00:00:00 GMT+0000 (Coordinated Universal Time),3,14,2014,4,http://forum.webflow.com/t/navbar-initial-release/1314,,
Color Swatches,color-swatches,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fd5,Thu Aug 08 2019 12:14:30 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:16:46 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Wed Jan 15 2014 00:00:00 GMT+0000 (Coordinated Universal Time),1,15,2014,2,,,
Lists,lists,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fc7,Thu Aug 08 2019 12:11:22 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:15:26 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Mon Jan 06 2014 00:00:00 GMT+0000 (Coordinated Universal Time),1,6,2014,1,,,
Team Plan,team-plan,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fa2,Thu Aug 08 2019 12:08:28 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:10:12 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),major-feature,Fri Dec 06 2013 00:00:00 GMT+0000 (Coordinated Universal Time),12,6,2013,4,,,
Slider element,slider-element,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fc5,Thu Aug 08 2019 11:59:14 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:15:33 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Sat Dec 14 2013 00:00:00 GMT+0000 (Coordinated Universal Time),12,14,2013,5,,,
Maps Widget,maps-widget,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fd0,Thu Aug 08 2019 11:57:46 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:16:04 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Wed Nov 06 2013 00:00:00 GMT+0000 (Coordinated Universal Time),11,6,2013,3,,,
Forms,forms,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671f91,Thu Aug 08 2019 08:42:08 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 12:16:08 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),feature,Tue Oct 01 2013 00:00:00 GMT+0000 (Coordinated Universal Time),10,1,2013,2,,,
Webflow launch,webflow-launch,66b30b0082f3bdff5f671e71,66b30b0082f3bdff5f671e2a,66b30b0082f3bdff5f671fc2,Thu Aug 08 2019 08:41:20 GMT+0000 (Coordinated Universal Time),Thu Aug 08 2019 11:44:38 GMT+0000 (Coordinated Universal Time),Fri Aug 07 2020 18:31:53 GMT+0000 (Coordinated Universal Time),milestone,Mon Aug 05 2013 00:00:00 GMT+0000 (Coordinated Universal Time),8,5,2013,1,,,
